The process for deletion of {0} data associated with {1} has been initiated.,Začal sa proces vymazania údajov {0} spojených s {1}.
The resource you are looking for is not available,Hľadaný zdroj nie je k dispozícii
The system provides many pre-defined roles. You can add new roles to set finer permissions.,Systém poskytuje mnoho preddefinovaných rolí. Môžete pridať nové roly a nastaviť jemnejšie oprávnenia.
The user from this field will be rewarded points,Používateľ z tohto poľa bude odmenený bodmi
Theme,Téma
Theme URL,Adresa URL témy
There can be only one Fold in a form,Vo formulári môže byť len jeden sklad
There is an error in your Address Template {0},Vo vašej šablóne adresy sa vyskytla chyba {0}
There is no data to be exported,"Neexistujú žiadne údaje, ktoré by sa mali exportovať"
There is some problem with the file url: {0},S url adresou súboru je nejaký problém: {0}
There must be atleast one permission rule.,Musí existovať aspoň jedno pravidlo o povolení.
"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Zdá sa, že je problém s konfiguráciou braintree servera. Nemajte obavy, v prípade neúspechu bude suma vrátená na váš účet."
There should remain at least one System Manager,Mal by zostať aspoň jeden systémový manažér
There was an error saving filters,Pri ukladaní filtrov došlo k chybe
There were errors,Vyskytli sa chyby
There were errors while creating the document. Please try again.,Pri vytváraní dokumentu sa vyskytli chyby. Skúste to prosím znova.
There were errors while sending email. Please try again.,Pri odosielaní e-mailu sa vyskytli chyby. Skúste to prosím znova.
"There were some errors setting the name, please contact the administrator","Pri nastavovaní názvu sa vyskytli chyby, obráťte sa na správcu"
These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,Tieto hodnoty sa budú automaticky aktualizovať v transakciách a budú tiež užitočné na obmedzenie oprávnení tohto používateľa na transakcie obsahujúce tieto hodnoty.
Third Party Apps,Aplikácie tretích strán
Third Party Authentication,Overovanie tretej strany
This Currency is disabled. Enable to use in transactions,Táto mena je vypnutá. Povolenie používania v transakciách
This Kanban Board will be private,Táto tabuľa Kanban bude súkromná
This document cannot be reverted,Tento dokument nemožno vrátiť späť
This document has been modified after the email was sent.,Tento dokument bol po odoslaní e-mailu upravený.
This document has been reverted,Tento dokument bol vrátený
This document is currently queued for execution. Please try again,Tento dokument je momentálne zaradený do frontu na vykonanie. Skúste to prosím znova
This email is autogenerated,Tento e-mail sa generuje automaticky
This email was sent to {0},Tento e-mail bol odoslaný na adresu {0}
This email was sent to {0} and copied to {1},Tento e-mail bol odoslaný na adresu {0} a skopírovaný na adresu {1}
This feature is brand new and still experimental,Táto funkcia je úplne nová a stále experimentálna
This field will appear only if the fieldname defined here has value OR the rules are true (examples):\nmyfield\neval:doc.myfield=='My Value'\neval:doc.age&gt;18,"Toto pole sa zobrazí len vtedy, ak tu definovaný názov poľa má hodnotu ALEBO sú splnené pravidlá (príklady):\nmyfield\neval:doc.myfield=='My Value'\neval:doc.age&gt;18"
This form does not have any input,Tento formulár nemá žiadne vstupné údaje
This form has been modified after you have loaded it,Tento formulár bol po načítaní upravený
This format is used if country specific format is not found,"Tento formát sa použije, ak sa nenájde formát špecifický pre danú krajinu."
This goes above the slideshow.,Toto sa nachádza nad prezentáciou.
This is a background report. Please set the appropriate filters and then generate a new one.,Toto je podkladová správa. Nastavte príslušné filtre a potom vygenerujte novú správu.
This is a top-10 common password.,Toto je 10 najčastejších hesiel.
This is a top-100 common password.,Toto je 100 najčastejších hesiel.
This is a very common password.,Toto je veľmi časté heslo.
This is an automatically generated reply,Toto je automaticky vygenerovaná odpoveď
This is similar to a commonly used password.,Je to podobné ako bežne používané heslo.
This is the template file generated with only the rows having some error. You should use this file for correction and import.,"Toto je súbor šablóny vygenerovaný len s riadkami, ktoré majú nejakú chybu. Tento súbor by ste mali použiť na opravu a import."
This link has already been activated for verification.,Toto prepojenie už bolo aktivované na overenie.
This link is invalid or expired. Please make sure you have pasted correctly.,"Toto prepojenie je neplatné alebo jeho platnosť vypršala. Skontrolujte, či ste odkaz vložili správne."
This may get printed on multiple pages,Táto informácia sa môže vytlačiť na viacerých stranách
This month,Tento mesiac
This query style is discontinued,Tento štýl dopytu sa prestáva používať
This report was generated on {0},Táto správa bola vytvorená dňa {0}
This report was generated {0}.,Táto správa bola vygenerovaná {0}.
This request has not yet been approved by the user.,Túto žiadosť používateľ ešte neschválil.
This role update User Permissions for a user,Táto rola aktualizuje oprávnenia používateľa pre používateľa
This will log out {0} from all other devices,Tým sa odhlási {0} zo všetkých ostatných zariadení
This will permanently remove your data.,Tým sa vaše údaje natrvalo odstránia.
Throttled,Škrtené
Thumbnail URL,Adresa URL miniatúry
Time Interval,Časový interval
Time Series,Časové rady
Time Series Based On,Časové rady založené na
Time Zone,Časové pásmo
Time Zones,Časové pásma
Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Čas v sekundách na uchovanie obrázka QR kódu na serveri. Min:<strong>240</strong>
Timeline DocType,Časová os DocType
Timeline Field,Pole časovej osi
Timeline Links,Odkazy na časovú os
Timeline Name,Názov časovej osi
Timeline field must be a Link or Dynamic Link,Pole časovej osi musí byť prepojenie alebo dynamické prepojenie
Timeline field must be a valid fieldname,Pole časovej osi musí byť platný názov poľa
Timeseries,Časové rady
Timestamp,Časová pečiatka
Title Case,Titulný prípad
Title Field,Pole s názvom
Title Prefix,Predpona názvu
Title field must be a valid fieldname,Pole Title musí byť platný názov poľa
To Date Field,Pole Do dátumu
To Do,Urobiť
To User,Používateľovi
"To add dynamic subject, use jinja tags like\n\n<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Ak chcete pridať dynamický predmet, použite značky jinja, napríklad\n\n<div><pre><code>Nový {{ doc.doctype }} #{{ doc.name }}</code></pre></div>"
"To add dynamic subject, use jinja tags like\n\n<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Ak chcete pridať dynamický predmet, použite značky jinja, napríklad\n\n<div><pre><code>{{ doc.name }} Doručené</code></pre></div>"
To and CC,Do a CC
"To get the updated report, click on {0}.","Ak chcete získať aktualizovanú správu, kliknite na {0}."
ToDo,ToDo
Today,Dnes
Toggle Chart,Prepínací graf
Toggle Charts,Prepínanie grafov
Toggle Grid View,Prepnutie zobrazenia mriežky
Toggle Sidebar,Prepínanie bočného panela
Token,Token
Token is missing,Token chýba
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Nedávno sa zaregistrovalo príliš veľa používateľov, preto je registrácia zakázaná. Prosím, skúste to znova za hodinu."
Too many writes in one request. Please send smaller requests,"Príliš veľa zápisov v jednej žiadosti. Prosím, posielajte menšie požiadavky"
Top Bar Item,Položka hornej lišty
Top Bar Items,Top položky baru
Top Performer,Najlepší výkonný hráč
Top Reviewer,Najlepší recenzent
Top {0},Vrchol {0}
Total Pages,Celkový počet strán
Total Rows,Celkový počet riadkov
Total Subscribers,Celkový počet predplatiteľov
Total number of emails to sync in initial sync process ,Celkový počet e-mailov na synchronizáciu v procese počiatočnej synchronizácie
Totals Row,Celkové súčty Riadok
Track Changes,Sledovanie zmien
Track Email Status,Sledovanie stavu e-mailu
Track Field,Traťové pole
Track Seen,Videná stopa
Track Views,Pohľady na skladby
"Track if your email has been opened by the recipient.\n<br>\nNote: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Sledujte, či príjemca otvoril váš e-mail.\n<br>\nPoznámka: Ak posielate viacerým príjemcom, aj keď si e-mail prečíta 1 príjemca, bude sa považovať za ""otvorený""."
Track milestones for any document,Sledovanie míľnikov pre akýkoľvek dokument
Transaction Hash,Transakcia Hash
Transaction Log,Protokol transakcií
Transaction Log Report,Správa denníka transakcií
Transition Rules,Pravidlá prechodu
Transitions,Prechody
Translatable,Preložiteľné
Translate {0},Preložiť {0}
Translated Text,Preložený text
Translation,Preklad
Translations,Preklady
Trash,Odpadky
Tree,Strom
Trigger Method,Spúšťacia metóda
Trigger Name,Názov spúšťača
"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)","Spúšťanie platných metód ako ""before_insert"", ""after_update"" atď. (závisí od vybraného typu dokumentu)"
Try to avoid repeated words and characters,Snažte sa vyhnúť opakujúcim sa slovám a znakom
Try to use a longer keyboard pattern with more turns,Skúste použiť dlhší vzor klávesnice s väčším počtom otáčok
Two Factor Authentication,Dvojfaktorové overovanie
Two Factor Authentication method,Metóda dvojfaktorového overovania
Type something in the search box to search,Zadajte niečo do vyhľadávacieho poľa a vyhľadajte
Type:,Typ:
UID,UID
UIDNEXT,UIDNEXT
UIDVALIDITY,UIDVALIDITY
UNSEEN,NEVIDITEĽNÉ
UPPER CASE,HORNÝ PRÍPAD
"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.\n<br>e.g. http://hostname//api/method/frappe.www.login.login_via_facebook","URI na prijímanie autorizačného kódu, keď používateľ povolí prístup, ako aj odpovede na zlyhanie. Zvyčajne koncový bod REST vystavený klientskou aplikáciou.\n<br>napr. http://hostname//api/method/frappe.www.login.login_via_facebook"
URLs,Adresy URL
Unable to find attachment {0},Nie je možné nájsť prílohu {0}
Unable to load camera.,Nie je možné načítať kameru.
Unable to load: {0},Nie je možné načítať: {0}
Unable to open attached file. Did you export it as CSV?,Nie je možné otvoriť priložený súbor. Exportovali ste ho ako CSV?
Unable to read file format for {0},Nie je možné načítať formát súboru pre {0}
Unable to send emails at this time,V tomto čase nie je možné odosielať e-maily
Unable to update event,Nie je možné aktualizovať udalosť
Unable to write file format for {0},Nie je možné zapísať formát súboru pre {0}
Unassign Condition,Zrušenie priradenia Podmienka
Under Development,Vo vývoji
Unfollow,Odstrániť
Unhandled Email,Nespracovaný e-mail
Unique,Jedinečné
Unknown Column: {0},Neznámy stĺpec: {0}
Unknown User,Neznámy používateľ
"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.","Neznáme kódovanie súboru. Skúšal som utf-8, windows-1250, windows-1252."
Unread,Neprečítané
Unread Notification Sent,Odoslané neprečítané oznámenie
Unselect All,Zrušiť výber všetkých
Unshared,Nezdieľané
Unsubscribe,Odhlásiť sa z odberu
Unsubscribe Method,Metóda odhlásenia
Unsubscribe Param,Odhlásiť Param
Unsupported File Format,Nepodporovaný formát súboru
Unzip,Rozbaľte stránku
Unzipped {0} files,Rozbalené súbory {0}
Unzipping files...,Rozbaľovanie súborov...
Upcoming Events for Today,Nadchádzajúce udalosti na dnes
Update Field,Aktualizácia poľa
Update Translations,Aktualizácia prekladov
Update Value,Aktualizácia hodnoty
Update many values at one time.,Aktualizácia mnohých hodnôt naraz.
Update records,Aktualizácia záznamov
Updated,Aktualizované stránky
Updated successfully,Úspešne aktualizované
Updated {0}: {1},Aktualizované {0}: {1}
Updating,Aktualizácia stránky
Updating {0},Aktualizácia {0}
Upload Failed,Nahrávanie sa nepodarilo
Uploaded To Dropbox,Nahrané do služby Dropbox
Use ASCII encoding for password,Použitie kódovania ASCII pre heslo
Use Different Email Login ID,Používanie iného e-mailového prihlasovacieho ID
Use IMAP,Používanie protokolu IMAP
Use POST,Použite POST
Use SSL,Používanie protokolu SSL
Use TLS,Používanie TLS
"Use a few words, avoid common phrases.","Používajte málo slov, vyhýbajte sa bežným frázam."
Use of sub-query or function is restricted,Použitie poddotazu alebo funkcie je obmedzené
Use socketio to upload file,Použitie socketio na odosielanie súborov
Use this fieldname to generate title,Použite tento názov poľa na generovanie názvu
User '{0}' already has the role '{1}',Používateľ '{0}' už má rolu '{1}'
User Cannot Create,Používateľ nemôže vytvoriť
User Cannot Search,Používateľ nemôže vyhľadávať
User Defaults,Predvolené nastavenia používateľa
User Email,E-mail používateľa
User Emails,E-maily používateľov
User Field,Používateľské pole
User ID of a Blogger,ID používateľa blogera
User Image,Obrázok používateľa
User Name,Meno používateľa
User Permission,Oprávnenie používateľa
User Permissions,Oprávnenia používateľa
User Permissions are used to limit users to specific records.,Oprávnenia používateľov sa používajú na obmedzenie používateľov na konkrétne záznamy.
User Permissions created sucessfully,Oprávnenia používateľa vytvorené úspešne
User Roles,Používateľské roly
User Social Login,Prihlásenie používateľa do sociálnej siete
User Tags,Štítky používateľov
User Type,Typ používateľa
User can login using Email id or Mobile number,Používateľ sa môže prihlásiť pomocou e-mailu alebo mobilného čísla
User can login using Email id or User Name,Používateľ sa môže prihlásiť pomocou e-mailu alebo používateľského mena
User editable form on Website.,Používateľsky upraviteľný formulár na webovej lokalite.
User is mandatory for Share,Používateľ je povinný pre Share
User not allowed to delete {0}: {1},Používateľ nemá povolené vymazať {0}: {1}
User permission already exists,Oprávnenie používateľa už existuje
User permissions should not apply for this Link,Oprávnenia používateľa by sa nemali vzťahovať na toto prepojenie
User {0} cannot be deleted,Používateľa {0} nemožno vymazať
User {0} cannot be disabled,Používateľa {0} nemožno vypnúť
User {0} cannot be renamed,Používateľa {0} nemožno premenovať
User {0} does not have access to this document,Používateľ {0} nemá prístup k tomuto dokumentu
User {0} does not have doctype access via role permission for document {1},Používateľ {0} nemá prístup k dokladu typu prostredníctvom oprávnenia roly pre dokument {1}
Username,Používateľské meno
Username {0} already exists,Užívateľské meno {0} už existuje
Users with role {0}:,Používatelia s rolou {0}:
Uses the Email Address Name mentioned in this Account as the Sender's Name for all emails sent using this Account.,Používa názov e-mailovej adresy uvedený v tomto konte ako názov odosielateľa pre všetky e-maily odoslané pomocou tohto konta.
Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account. ,Používa e-mailovú adresu uvedenú v tomto konte ako odosielateľa pre všetky e-maily odoslané pomocou tohto konta.
Valid,Platné
Valid Login id required.,Vyžaduje sa platné prihlasovacie ID.
Valid email and name required,Vyžaduje sa platný e-mail a meno
Value Based On,Hodnota založená na
Value Change,Zmena hodnoty
Value Changed,Zmenená hodnota
Value To Be Set,"Hodnota, ktorá sa má nastaviť"
Value cannot be changed for {0},Hodnotu nie je možné zmeniť pre {0}
Value for a check field can be either 0 or 1,Hodnota kontrolného poľa môže byť 0 alebo 1
Value for {0} cannot be a list,Hodnota pre {0} nemôže byť zoznam
Value missing for,Chýbajúca hodnota pre
Value too big,Príliš veľká hodnota
Values Changed,Zmenené hodnoty
Verdana,Verdana
Verfication Code,Overovací kód
Verification Link,Odkaz na overenie
Verification code has been sent to your registered email address.,Na vašu registrovanú e-mailovú adresu bol odoslaný overovací kód.
Verify,Overiť
Verify Password,Overenie hesla
Verifying...,Overovanie...
Version,Verzia
Version Updated,Aktualizovaná verzia
View All,Zobraziť všetko
View Comment,Zobraziť komentár
View List,Zobraziť zoznam
View Log,Zobraziť denník
View Permitted Documents,Zobraziť povolené dokumenty
View Properties (via Customize Form),Zobrazenie vlastností (prostredníctvom formulára Prispôsobiť)
View Settings,Zobraziť nastavenia
View Website,Zobraziť webovú stránku
View document,Zobraziť dokument
View report in your browser,Zobrazenie správy v prehliadači
View this in your browser,Zobrazte si to v prehliadači
View {0},Zobraziť {0}
Viewed By,Zobrazené podľa
Visit,Navštívte stránku
Visitor,Návštevník
We have received a request for deletion of {0} data associated with: {1},Dostali sme žiadosť o vymazanie údajov {0} súvisiacich s: {1}
We have received a request from you to download your {0} data associated with: {1},Dostali sme od vás žiadosť o stiahnutie vašich {0} údajov súvisiacich s: {1}
Web Form,Webový formulár
Web Form Field,Pole webového formulára
Web Form Fields,Polia webového formulára
Web Page,Webová stránka
Web Page Link Text,Text prepojenia webovej stránky
Web Site,Webové sídlo
Web View,Webové zobrazenie
Webhook,Webhook
Webhook Data,Údaje webového háčika
Webhook Header,Hlavička webhooku
Webhook Headers,Hlavičky webhooku
Webhook Request,Žiadosť Webhook
Webhook URL,Adresa URL webového háčika
Webhooks calling API requests into web apps,Webové háčiky volajúce požiadavky API do webových aplikácií
Website Meta Tag,Meta značka webovej lokality
Website Route Meta,Webová stránka Route Meta
Website Route Redirect,Presmerovanie trasy webovej lokality
Website Script,Skript webovej stránky
Website Sidebar,Bočný panel webovej lokality
Website Sidebar Item,Položka bočného panela webovej lokality
Website Slideshow,Prezentácia webovej stránky
Website Slideshow Item,Položka prezentácie webovej lokality
Website Theme,Téma webovej stránky
Website Theme Image,Obrázok témy webovej stránky
Website Theme Image Link,Odkaz na obrázok témy webovej stránky
Website User,Používateľ webovej stránky
Welcome Message,Uvítacia správa
"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Keď dokument po Zrušení zmeníte a uložíte, dostane nové číslo, ktoré je verziou starého čísla."
Width,Šírka
Widths can be set in px or %.,Šírku možno nastaviť v px alebo %.
Will be used in url (usually first name).,Použije sa v url (zvyčajne meno).
Will be your login ID,Bude to vaše prihlasovacie ID
Will only be shown if section headings are enabled,"Zobrazí sa len vtedy, ak sú povolené nadpisy sekcií"
With Letter head,S hlavičkou listu
With Letterhead,S hlavičkovým papierom
Workflow Action,Akcia pracovného postupu
Workflow Action Master,Hlavná akcia pracovného postupu
Workflow Action Name,Názov akcie pracovného postupu
Workflow Document State,Stav dokumentu pracovného postupu
Workflow Name,Názov pracovného postupu
Workflow State,Stav pracovného postupu
Workflow State Field,Pole stavu pracovného postupu
Workflow State not set,Stav pracovného postupu nie je nastavený
Workflow Transition,Prechod na pracovný postup
Workflow state represents the current state of a document.,Stav pracovného postupu predstavuje aktuálny stav dokumentu.
Write,Napíšte na
Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Nesprávny názov poľa <b>{0}</b> v konfigurácii add_fetch vlastného skriptu
X Axis Field,Pole osi X
XLSX,XLSX
Y Axis Fields,Polia osi Y
Yahoo Mail,Yahoo Mail
Yandex.Mail,Yandex.Mail
Yesterday,Včera
You are connected to internet.,Ste pripojení na internet.
You are not allowed to create columns,Nie je povolené vytvárať stĺpce
You are not allowed to delete a standard Website Theme,Nie je povolené odstrániť štandardnú tému webovej lokality
You are not allowed to print this document,Tento dokument nesmiete tlačiť
You are not allowed to print this report,Túto správu nie je možné vytlačiť
You are not allowed to send emails related to this document,Nie je povolené posielať e-maily súvisiace s týmto dokumentom
You are not allowed to update this Web Form Document,Nie je povolené aktualizovať tento dokument webového formulára
You are not connected to Internet. Retry after sometime.,Nie ste pripojení na internet. Po nejakom čase to skúste znova.
You are not permitted to access this page.,Nemáte povolený prístup na túto stránku.
You are not permitted to view the newsletter.,Nie je povolené zobrazovať informačný bulletin.
You are now following this document. You will receive daily updates via email. You can change this in User Settings.,Teraz sledujete tento dokument. Denne budete dostávať aktualizácie prostredníctvom e-mailu. Môžete to zmeniť v Nastaveniach používateľa.
You can add dynamic properties from the document by using Jinja templating.,Dynamické vlastnosti môžete pridať z dokumentu pomocou šablón Jinja.
You can also copy-paste this ,Môžete tiež skopírovať a vložiť tento
"You can change Submitted documents by cancelling them and then, amending them.","Odoslané dokumenty môžete zmeniť tak, že ich zrušíte a následne zmeníte."
You can find things by asking 'find orange in customers',"Veci môžete nájsť pomocou otázky ""find orange in customers""."
You can only upload upto 5000 records in one go. (may be less in some cases),Jednorazovo môžete nahrať iba 5000 záznamov. (v niektorých prípadoch to môže byť menej)
You can use Customize Form to set levels on fields.,Pomocou funkcie Prispôsobiť formulár môžete nastaviť úrovne polí.
You can use wildcard %,Môžete použiť zástupný znak %
You can't set 'Options' for field {0},Nemôžete nastaviť 'Možnosti' pre pole {0}
You can't set 'Translatable' for field {0},Nemôžete nastaviť 'Translatable' pre pole {0}
You cannot give review points to yourself,Body za hodnotenie nemôžete udeliť sami sebe
You cannot unset 'Read Only' for field {0},Nemôžete zrušiť nastavenie 'Len na čítanie' pre pole {0}
You do not have enough permissions to access this resource. Please contact your manager to get access.,Nemáte dostatočné oprávnenie na prístup k tomuto zdroju. Pre získanie prístupu sa obráťte na svojho manažéra.
You do not have enough permissions to complete the action,Nemáte dostatočné oprávnenie na dokončenie akcie
You do not have enough points,Nemáte dostatok bodov
You do not have enough review points,Nemáte dostatok kontrolných bodov
You don't have access to Report: {0},Nemáte prístup k službe Report: {0}
You don't have any messages yet.,Zatiaľ nemáte žiadne správy.
You don't have permission to access this file,Nemáte oprávnenie na prístup k tomuto súboru
You don't have permission to get a report on: {0},Nemáte povolenie získať správu o: {0}
You don't have the permissions to access this document,Nemáte oprávnenie na prístup k tomuto dokumentu
You gained {0} point,Získali ste {0} bodov
You gained {0} points,Získali ste {0} bodov
You have a new message from: ,Máte novú správu od:
You have been successfully logged out,Boli ste úspešne odhlásení
You have unsaved changes in this form. Please save before you continue.,V tomto formulári máte neuložené zmeny. Pred pokračovaním ich uložte.
You must login to submit this form,"Ak chcete odoslať tento formulár, musíte sa prihlásiť"
You need to be in developer mode to edit a Standard Web Form,"Ak chcete upraviť štandardný webový formulár, musíte byť v režime pre vývojárov"
You need to be logged in and have System Manager Role to be able to access backups.,"Aby ste mali prístup k zálohám, musíte byť prihlásení a mať rolu System Manager."
You need to be logged in to access this {0}.,Na prístup k tomuto {0} musíte byť prihlásení.
"You need to have ""Share"" permission","Musíte mať povolenie ""Zdieľať"""
You need write permission to rename,Na premenovanie potrebujete oprávnenie na zápis
You selected Draft or Cancelled documents,Vybrali ste možnosť Návrh alebo Zrušené dokumenty
You unfollowed this document,Odoslali ste tento dokument
Your Country,Vaša krajina
Your Language,Váš jazyk
Your Name,Vaše meno
Your account has been locked and will resume after {0} seconds,Vaše konto bolo zablokované a obnoví sa po {0} sekundách
Your connection request to Google Calendar was successfully accepted,Vaša požiadavka na pripojenie ku Kalendáru Google bola úspešne prijatá
Your information has been submitted,Vaše informácie boli odoslané
Your login id is,Vaše prihlasovacie ID je
Your organization name and address for the email footer.,Názov a adresa vašej organizácie v pätičke e-mailu.
Your payment has been successfully registered.,Vaša platba bola úspešne zaregistrovaná.
Your payment has failed.,Vaša platba zlyhala.
Your payment is cancelled.,Vaša platba je zrušená.
Your payment was successfully accepted,Vaša platba bola úspešne prijatá
"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.","Vaša požiadavka bola prijatá. Čoskoro vám odpovieme. Ak máte ďalšie informácie, odpovedzte na tento mail."
"Your session has expired, please login again to continue.","Vaša relácia vypršala, ak chcete pokračovať, prihláste sa znova."
Zero,Zero
Zero means send records updated at anytime,"Nula znamená, že sa záznamy odosielajú aktualizované kedykoľvek."
_doctype,_doctype
_report,_report
adjust,upraviť
after_insert,after_insert
align-center,align-center
align-justify,zarovnať-odôvodniť
align-left,zarovnanie doľava
align-right,zarovnať vpravo
ap-northeast-1,ap-northeast-1
ap-northeast-2,ap-severovýchod-2
ap-northeast-3,ap-severovýchod-3
ap-south-1,ap-south-1
ap-southeast-1,ap-southeast-1
ap-southeast-2,ap-southeast-2
arrow-down,šípka nadol
arrow-left,šípka vľavo
arrow-right,šípka vpravo
arrow-up,šípka hore
asterisk,hviezdička
backward,spätne
ban-circle,ban-circle
bell,zvon
bookmark,záložka
briefcase,kufrík
bullhorn,megafón
ca-central-1,ca-central-1
camera,fotoaparát
cancelled this document,zrušil tento dokument
changed value of {0},zmenená hodnota {0}
changed values for {0},zmenené hodnoty pre {0}
chevron-down,chevron-down
chevron-left,šachovnicová ľavá strana
chevron-right,chevron-right
chevron-up,chevron-up
circle-arrow-down,kruh so šípkou nadol
circle-arrow-left,kruh-šipka-vľavo
circle-arrow-right,krúžok-šipka-vpravo
circle-arrow-up,kruh so šípkou nahor
cn-north-1,cn-north-1
cn-northwest-1,cn-northwest-1
cog,ozubené koleso
darkgrey,darkgrey
dd-mm-yyyy,dd-mm-rrrr
dd.mm.yyyy,dd.mm.rrrr
dd/mm/yyyy,dd/mm/rrrr
"document type..., e.g. customer","typ dokumentu..., napr. zákazník"
domain name,názov domény
download-alt,download-alt
"e.g. ""Support"", ""Sales"", ""Jerry Yang""","napr. ""Podpora"", ""Predaj"", ""Jerry Yang"""
e.g. (55 + 434) / 4 or =Math.sin(Math.PI/2)...,napr. (55 + 434) / 4 alebo =Math.sin(Math.PI/2)...
e.g. pop.gmail.com / imap.gmail.com,napr. pop.gmail.com / imap.gmail.com
e.g. replies@yourcomany.com. All replies will come to this inbox.,napr. replies@yourcomany.com. Všetky odpovede budú prichádzať do tejto schránky.
e.g. smtp.gmail.com,napr. smtp.gmail.com
e.g.:,Napr:
eject,vysunúť
envelope,obálka
eu-central-1,eu-central-1
eu-north-1,eu-north-1
eu-west-1,eu-west-1
eu-west-2,eu-west-2
eu-west-3,eu-west-3
exclamation-sign,výkričník
eye-close,priblíženie očí
eye-open,otvorené oči
facetime-video,facetime-video
fairlogin,fairlogin
fast-backward,rýchly spätný chod
fast-forward,rýchly posun vpred
film,film
fire,požiar
folder-close,zatvoriť priečinok
folder-open,folder-open
fullscreen,na celú obrazovku
gained by {0} via automatic rule {1},získaný {0} prostredníctvom automatického pravidla {1}
gained {0} points,získal {0} bodov
gave {0} points,dalo {0} bodov
gift,darček
glass,sklo
globe,glóbus
hand-down,odovzdávanie z ruky do ruky
hand-left,ruka vľavo
hand-right,vpravo vľavo
hand-up,hand-up
hdd,hdd
headphones,slúchadlá
heart,srdce
hub,náboj
indent-left,indent-left
indent-right,indent-right
info-sign,info-sign
italic,kurzíva
john@doe.com,john@doe.com
just now,práve teraz
leaf,list
lightblue,svetlomodrá
list-alt,list-alt
magnet,magnet
map-marker,mapová značka
merged {0} into {1},spojil {0} do {1}
minus,mínus
minus-sign,znamienko mínus
mm-dd-yyyy,mm-dd-rrrr
mm/dd/yyyy,mm/dd/rrrr
module name...,názov modulu...
new type of document,nový typ dokumentu
no failed attempts,žiadne neúspešné pokusy
none of,žiadny z
ok,ok
ok-circle,ok-circle
ok-sign,ok-znak
on_cancel,on_cancel
on_change,on_change
on_submit,on_submit
on_trash,on_trash
on_update,on_update
on_update_after_submit,on_update_after_submit
only.,iba.
or,alebo
pause,pauza
pencil,ceruzka
picture,obrázok
plane,lietadlo
play,hrať
play-circle,hrací kruh
plus,plus
plus-sign,znamienko plus
qrcode,qrcode
query-report,dopyt - správa
question-sign,znamienko otázky
remove-circle,remove-circle
remove-sign,remove-sign
removed,odstránené
renamed from {0} to {1},premenovaný z {0} na {1}
repeat,opakovať
resize-full,zmena veľkosti
resize-horizontal,zmena veľkosti - horizontálne
resize-small,zmena veľkosti-malé
resize-vertical,zmena veľkosti - vertikálne
restored {0} as {1},obnovil {0} ako {1}
retweet,retweet
road,cesta
sa-east-1,sa-east-1
screenshot,snímka obrazovky
share-alt,share-alt
shopping-cart,nákupný košík
show,zobraziť
signal,signál
star,hviezda
star-empty,prázdna hviezda
step-backward,krok späť
step-forward,krok vpred
submitted this document,predložil tento dokument
text in document type,text v type dokumentu
text-height,výška textu
text-width,šírka textu
th,th
th-large,th-large
th-list,th-list
thumbs-down,palec nadol
thumbs-up,palec hore
tint,tónovanie
toggle Tag,prepínač Tag
updated to {0},aktualizované na {0}
us-east-1,us-east-1
us-east-2,us-east-2
us-west-1,us-west-1
us-west-2,us-west-2
use % as wildcard,použiť % ako zástupný znak
values separated by commas,hodnoty oddelené čiarkami
via automatic rule {0} on {1},prostredníctvom automatického pravidla {0} na {1}
viewed,zobrazené na
volume-down,zníženie hlasitosti
volume-off,vypnutie hlasitosti
volume-up,zväčšenie objemu
warning-sign,výstražné znamenie
wrench,kľúč
yyyy-mm-dd,rrrr-mm-dd
zoom-in,priblíženie
zoom-out,priblíženie
{0} Calendar,{0} Kalendár
{0} Chart,{0} Graf
{0} Dashboard,{0} Prístrojová doska
{0} List,{0} Zoznam
{0} Modules,{0} Moduly
{0} Report,{0} Správa
{0} Settings not found,{0} Nastavenia neboli nájdené
{0} Tree,{0} Strom
{0} added,{0} pridané
{0} already exists. Select another name,{0} už existuje. Vyberte iný názov
{0} already unsubscribed,{0} už sa odhlásil
{0} already unsubscribed for {1} {2},{0} už sa odhlásil z odberu {1} {2}
{0} and {1},{0} a {1}
{0} appreciated on {1},{0} ocenené na {1}
{0} appreciated your work on {1} with {2} point,{0} ocenil vašu prácu na {1} s bodom {2}
{0} appreciated your work on {1} with {2} points,{0} ocenil vašu prácu na {1} s {2} bodmi
